12148;Cisco WebEx Meetings Server/WebEx Node 1.1(1.220) Uninitialized Memory Handler privilege escalation
12147;Cisco WebEx User Input Sanitizer privilege escalation
12146;Cisco Secure Access Control System 5.1 Web Interface Authentication Bypass privilege escalation
12145;Medion MD 95038 Default Credentials weak authentication
12144;IBM InfoSphere 9.0/9.1/10.0/10.1/11.0 HTTP Request Handler Cross Site Request Forgery (CSRF/XSRF) weak authentication
12143;WordPress bis 3.8.1 Media Manager Description Field Stored cross site scripting
12142;Sophos Anti-Virus/Threat Engine Detection 10.0.11/3.48 Access Control List Handler weak authentication
12141;Cisco Unified Communications Manager File Permission Handler privilege escalation
12140;Check Point Security Gateway/600 Appliance/1000 Appliance R71.45 image (730159141)/R75.20.42 unknown vulnerability
12139;Palo Alto Networks PAN-OS 5.0.9/5.1.4 Device Management Handler Reflected cross site scripting
12138;Palo Alto Networks PAN-OS 4.1.15/5.0.9/5.1.4 XML API Handler Bypass weak authentication
12137;Linux Kernel 3.10.28/3.12.9/3.13.1 net/compat.c compat_sys_recvmmsg NULL Pointer Dereference privilege escalation
12136;haxx.se cURL bis 7.34.0 HTTP NTLM Connection Handler weak authentication
12135;Oracle MySQL client/mysql.cc Server Version buffer overflow
12134;Plone 6.6 eea.facetednavigation Add-On cross site scripting
12133;Adobe Acrobat/Reader bis 11.0 buffer overflow
12132;Horde Groupware 5.1.0 _formvars privilege escalation
12131;Tripwire Enterprise 8.1.2/8.2 ajaxRequest/methodCall.do m_target_class_name Reflected cross site scripting
12130;Mozilla Thunderbird HTML Email Handler Inline SVG Image Default Browser Bypass privilege escalation
12129;Allegro RomPager Embedded Web Server /rom-0 information disclosure
12128;IBM Sametime Connect Client 8.5.2/9.0 Java Plugin information disclosure
12127;Google Chrome 32.0.1700.102 unknown vulnerability
12126;MediaWiki 1.19.10/1.22.1/1.21.4 pdfhandler_body.php privilege escalation
12125;MediaWiki 1.19.10/1.22.1/1.21.4 thumb.php page privilege escalation
12124;OpenSSH 6.4 J-PAKE Protocol Handler schnorr.c hash_buffer denial of service
12123;Motorola SBG6580 6.5.0.0-GA-00-226-NOSH Web Access /goform/login HTTP POST Request denial of service
12122;Linux Kernel 3.10.26/3.12.7 IRC NAT Helper netfilter/nf_nat_irc.c IRC TCP Packet Memory information disclosure
12121;Pidgin 2.10.7 Yahoo! Protocol Plugin Non-UTF-8 String denial of service
12120;Pidgin 2.10.7 libpurple IRC denial of service
12119;Pidgin 2.10.7 HTTP Response Handler Negative Value buffer overflow
12118;Pidgin 2.10.7 MXit Emoticon Value Handler Integer buffer overflow
12117;Pidgin 2.10.7 Gadu-Gadu HTTP Response Integer buffer overflow
12116;Pidgin 2.10.7 on Windows file:// Handler gtkutils.c privilege escalation
12115;Pidgin 2.10.7 HTTP Response Handler buffer overflow
12114;Pidgin 2.10.7 STUN Server Response Handler denial of service
12113;Pidgin 2.10.7 XMPP Protocol Plugin IQ Reply spoofing
12112;Pidgin 2.10.7 MSN Module SOAP Response NULL Pointer Dereference denial of service
12111;Pidgin 2.10.7 MSN Module XML Response NULL Pointer Dereference denial of service
12110;Pidgin 2.10.7 MSN Module Content-Length NULL Pointer Dereference denial of service
12109;Pidgin 2.10.7 Yahoo! Protocol Plugin Length Field buffer overflow
12108;Pidgin 2.10.7 HTTP Response Handler denial of service
12107;Pidgin 2.10.7 libX11 Overly Long Tooltip denial of service
12106;Pidgin 2.10.7 XMPP localtime Future Timestamp denial of service
12105;FFmpeg 2.1 libavcodec/hevcdsp_template.c transquant_bypass4x4() Bypass unknown vulnerability
12104;FFmpeg 2.1 hevc qp unknown vulnerability
12103;FFmpeg 2.1 hevc Time Dimension unknown vulnerability
12102;FFmpeg 2.1 hevc Integer buffer overflow
12101;FFmpeg 2.1 libavcodec/hevc.c hls_slice_header unknown vulnerability
12100;FFmpeg 2.1 Current Picture Handler libavcodec/h264.c decode_slice_header buffer overflow
12099;FFmpeg 2.1 libavcodec/h264.c frame_start() buffer overflow
12098;FFmpeg 2.1 libavcodec/h264.c ff_h264_check_intra_pred_mode buffer overflow
12097;FFmpeg 2.1 libavcodec/h264_refs.c ff_h264_execute_ref_pic_marking Use-After-Free unknown vulnerability
12096;FFmpeg 2.1 libavcodec/h264.c decode_nal_units Use-After-Free unknown vulnerability
12095;FFmpeg 2.1 libavcodec/h264_ps.c decode_vui_parameters buffer overflow
12094;FFmpeg 2.1 IDR NAL Unit Handler libavcodec/h264.c decode_slice_header unknown vulnerability
12093;FFmpeg 2.1 libavcodec/hevc_ps.c ff_hevc_decode_nal_sps NULL Pointer Dereference denial of service
12092;Huawei Eudemon8000E V200R001C01SPC800 TCP Packet Handler denial of service
12091;Cisco WebEx Meetings Server Authorization Handler privilege escalation
12090;Xelerance Openswan 3.7 IKEv2 Packet Handler NULL Pointer Dereference denial of service
12089;Microsoft Bing 4.2.0 on Android DNS Response Handler APK File Installation privilege escalation
12088;Python 3.3.3 Lib/zipfile.py ZipExtFile._read2 ZIP_STORED/ZIP_DEFLATED Resource Exhaustion denial of service
12087;Google V8 3.20.17.17/3.21.18.6/3.22.24.2/3.23.3 runtime.cc Runtime_TypedArrayInitializeFromArrayLike Integer buffer overflow
12086;Mozilla Thunderbird/SeaMonkey 17.0.6 XSS Filter Protection OBJECT Stored cross site scripting
12085;Google Chrome 32.0.1700.77/32.0.1700.76 Image Handler rendering/svg/RenderSVGImage.cpp RenderSVGImage::paint Use-After-Free privilege escalation
12084;Google Chrome 32.0.1700.77/32.0.1700.76 store-buffer.cc StoreBuffer::ExemptPopularPages buffer overflow
12083;Citrix GoToMeeting 5.0.799.1238 on Android HTTP Request Logger com.citrixonline.android.gotomeeting-1.apk information disclosure
12082;Cisco Secure Access Control System Portal Interface Session weak authentication
12081;WordPress 3.3.2 wp-admin/includes/class-wp-posts-list-table.php Bypass privilege escalation
12080;WordPress 3.3.2 Media Attachment Handler wp-admin/media-upload.php post_id Bypass privilege escalation
12079;GNOME Display Manager 3.4.1 Login Handler disable-user-list=true denial of service
12078;Linux Foundation Xen 4.1.5/4.1.6.1/4.2.2/4.2.3 Function Privileged Handler arch/x86/physdev.c do_physdev_op() Bypass privilege escalation
12077;Netgear DGND3300v2 Authorization Handler currentsetting.htm weak authentication
12076;Netgear WN2000RPT Credentials Handler cgi-bin/WNR2000XT.log Cleartext information disclosure
12075;Python Software Foundation BaseHTTPServer 0.6 HTTP Request Handler denial of service
12074;Linux Kernel 3.4.57/3.10.17/3.11.6 drivers/net/wan/farsync.c fst_get_iface() Memory Leak buffer overflow
12073;Linux Kernel 3.4.76/3.10.6/3.12.7 drivers/net/hamradio/yam.c yam_ioctl() Memory Leak buffer overflow
12072;Red Hat Enterprise Virtualization 3/3.2 on Windows SPICE service Handler privilege escalation
12071;Red Hat Enterprise Virtualization 3/3.2 on Windows Local Privilege Handler privilege escalation
12070;Apple Pages 5.0 on Mac Microsoft Word Document Handler buffer overflow
12069;Cisco Linksys EA6500 Restore Router Configuration Handler Backup File privilege escalation
12068;Linux Kernel 3.12.8 drivers/net/wan/wanxl.c wanxl_ioctl() Memory information disclosure
12067;Red Hat Enterprise Virtualization Manager 3.3 SPICE Client Invocation Handler spoofing
12066;WebkitGTK+ Auditor srcdoc Bypass cross site scripting
12065;Apple iTunes 11.1.3 Tutorials Window Content spoofing
12064;Linux Foundation Xen bis 4.2.3/4.3.1 arch/x86/irq.c pirq_guest_bind Use-After-Free buffer overflow
12063;Palo Alto Networks PAN-OS 5.0.5 Certificate Handler weak authentication
12062;Palo Alto Networks PAN-OS 5.0.5 Two-factor Authentication Bypass weak authentication
12061;Palo Alto Networks PAN-OS 5.0.5 Role Based Access Control Log weak authentication
12060;Palo Alto Networks PAN-OS 5.0.5 Redundancy Power Supply System Log information disclosure
12059;Palo Alto Networks PAN-OS 5.0.5 Packet Saturation Handler denial of service
12058;NVIDIA Graphics Drivers 304.108/310/319.60/325/331.17 privilege escalation
12057;Google Chrome 32.0.1700.95 Speech Recognition privilege escalation
12056;Cisco TelePresence Video Communication Server SSL Certificate weak authentication
12055;Cisco NX-OS Label Distribution Protocol Handler Hello Message denial of service
12054;Cisco NX-OS TACACS+ Bypass privilege escalation
12053;IBM Tivoli Storage Manager Windows Client Resilient File System denial of service
12052;Cisco TelePresence Video Communication Server X8.0 Session Description Protocol Handler denial of service
12051;Cisco TelePresence System 1.10.2/6.0.4 Status Collection Daemon XML RPC Call buffer overflow
12050;Cisco TelePresence ISDN Gateway 2.2 ISDN Q.931 Signaling Handler denial of service
12049;Apple Safari URL Handler spoofing
12048;Acunetix Web Vulnerability Scanner 7/8 unknown vulnerability
12047;Google Chrome 31.0.1650.63 WebRTCIdentityServiceHost Use-After-Free buffer overflow
12046;MediaWiki 1.22.0 Upload Handler includes/libs/XmlTypeCheck.php XSL File Stored cross site scripting
12045;Check Point Security Gateway R77 Session Authentication Agent User Credentials information disclosure
12044;Check Point Security Gateway R75.47 Route Change Handler Bypass spoofing
12043;Check Point Endpoint Security R73 X.509 Certificate Validator spoofing
12042;Check Point Security Gateway R77 Email Handler Bypass privilege escalation
12041;Check Point Security Gateway R71/R75.40/R76 on Virtual Edition VMWare OVF Template SSL/SSH Private Keys weak authentication
12040;Check Point Security Gateway R77 File Scanner MIME File Attachment Bypass privilege escalation
12039;Check Point Security Gateway R75.40VS SIP/MGCP Packet Handler Cleartext privilege escalation
12038;Check Point Application Control Engine R75/R76 SSH Encapsulated Packet Detection Bypass privilege escalation
12037;Check Point VSX Virtual System R75.40VS/R76 Virtual System Policy Installation cpstop/cpstart Bypass privilege escalation
12036;Check Point Security Gateway R75.40VS/R76 VSX Mode cpstop/cpstart Policy privilege escalation
12035;Red Hat JBoss Web Framework Kit 2.3.0 XML External Entity Handler InterfaceGenerator.java Injection information disclosure
12034;Red Hat JBoss Web Framework Kit 2.3.0 Seam Remoting InterfaceGenerator Handler InterfaceGenerator.java information disclosure
12033;Fluke Visual UpTime Select Analysis Service Element Authentication Default Credentials weak authentication
12032;Juniper Web Device Manager Authentication Default Credentials weak authentication
12031;Cisco ASR 5000 Gateway GPRS Support Node WSP Packet Bypass privilege escalation
12030;FFmpeg 2.1 libavcodec/mpegaudiodec_template.c decode_frame_mp3on4 Uninitialized Memory unknown vulnerability
12029;FFmpeg 2.1 libavformat/mov.c mov_read_udta_string Uninitialized Memory unknown vulnerability
12028;FFmpeg 2.1 libavformat/jvdec.c read_packet Uninitialized Memory unknown vulnerability
12027;FFmpeg 2.1 libavcodec/pgssubdec.c parse_picture_segment Uninitialized Memory unknown vulnerability
12026;FFmpeg 2.1 libavformat/mov.c mov_read_stts Memory Leak denial of service
12025;FFmpeg 2.1 libavformat/mov.c mov_read_close Memory Leak denial of service
12024;FFmpeg 2.1 libavcodec/adpcm.c adpcm_decode_frame Uninitialized Memory unknown vulnerability
12023;Brocade ServerIron ADX Switches 12.3.01 Telnet Service No Telnet Password weak authentication
12022;Brocade ServerIron ADX Switches 12.3.01 Installation Default Admin Password known weak authentication
12021;TP-LINK TD-8840t 3.0.0 Build 120531 HTTP Request Handler Forms/tools_admin_1 Cross Site Request Forgery (CSRF/XSRF) weak authentication
12020;Google Chrome 31.0.1650.63 core/accessibility/AccessibilityTable.cpp AccessibilityTable::isDataTable denial of service
12019;Google Chrome 31.0.1650.63 PopUp Handler Invisible Popup Dialog privilege escalation
12018;Google Chrome 32.0.1700.77 rendering/shapes/PolygonShape.cpp PolygonShape::shapePaddingBounds() buffer overflow
12017;Google Chrome 32.0.1700.76 web_contents/web_contents_view_aura.cc WebContentsViewAura::CreateView Invisible Popup Dialog buffer overflow
12016;Google Chrome 31.0.1650.63 LazyFeatureProvider Class extensions/features/base_feature_provider.cc denial of service
12015;Google Chrome 32.0.1700.76 MultiProfile Handler Lockscreen Bypass weak authentication
12014;Google Chrome 31.0.1650.63 Bitmap Clipboard Handler buffer overflow
12013;Google Chrome 32.0.1700.76 Media Thread Safety Handler html/HTMLMediaElement.cpp denial of service
12012;MediaWiki 1.19.9/1.21.3/1.22 includes/Sanitizer.php -o-link Stored cross site scripting
12011;MediaWiki 1.19.9/1.21.3/1.22 Upload Handler includes/upload/UploadBase.php XML File privilege escalation
12010;evad3rs evasi0n7 1.0.3 on iOS Bootstrap Cydia TAR File unknown vulnerability
12009;evad3rs evasi0n7 1.0.3 on iOS System Call Handler privilege escalation
12008;Avaya P330 4.0 Password Default Credentials weak authentication
12007;Google Android 4.3/4.4 VPN Configuration Redirect weak encryption
12006;WebkitGTK+ 2.2.3/2.3.4 Safari Services Sticky Note editing/mac/EditorMac.mm Editor::stringSelectionForPasteboard() Password information disclosure
12005;Cisco Secure Access Control System Reflected cross site scripting
12004;FreeBSD bis 10 mmap Stack denial of service
12003;libvirt libxl/libxl_driver.c libxlDomainGetNumaParameters() Invalid Free buffer overflow
12002;MediaWiki 1.19.9/1.21.3/1.22 Deleted Page includes/api/ApiQueryLogEvents.php information disclosure
12001;SuSE openSUSE 13.1 aaa_base Image Creation Configuration /etc/shadow Password information disclosure
12000;FFmpeg 2.1 libavcodec/hevcdsp_template.c sao_band_filter() Out-of-Bounds buffer overflow
11999;libvirt bis 1.2.0 ACL Handler domain:gettatr virDomainPtr Bypass information disclosure
11998;Vmware vCloud Director 5.1.2 HTTP Request Handler XSRF buffer overflow
11997;Vmware Workstation/Player/Fusion/ESXi/ESX 4.0/4.1/5.0/5.1/9.0 Invalid Port Handler VMX Process denial of service
11996;Vmware ESX/ESXi 4.0/4.1/5.0/5.1 Network File Copy Traffic Handler NULL Pointer Dereference denial of service
11995;libvirt bis 1.2.1 rpc/virnetserverclient.c virNetServerClientStartKeepAlive() NULL Pointer Dereference denial of service
11994;Yahoo! Toolbar 3.1.0.20130813024103/2.5.9.2013418100420 on Firefox URL Adding Validation Handler DOM-Based cross site scripting
11993;Libreswan 3.7 IKEv2 Payload Handler NULL Pointer Dereference denial of service
11992;Mozilla Network Security Services 3.15.3 lib/ssl/sslsecur.c ssl_Do1stHandshake() information disclosure
11991;Cisco WebEx Meetings Server 1.5.1.6/1.5.1.131/1.5 Enterprise License Manager Web Portal Cleartext Password information disclosure
11990;Cisco Secure Access Control System bis 5.4 Remote Method Invocation Interface weak authentication
11989;Red Hat MSC Service Registry Permission Handler privilege escalation
11988;FreeBSD bis 10 GETBULK PDU Request Handler bsnmpd Stack-Based buffer overflow
11987;Google Chrome 31.0.1650.63 SVG Context Elements Use-After-Free privilege escalation
11986;Google Chrome 31.0.1650.63 SVG Matrix Handler Use-After-Free privilege escalation
11985;Google Chrome 31.0.1650.63 Frame Viewer dom/Document.cpp Document::updateLayout Use-After-Free privilege escalation
11984;Google Chrome 31.0.1650.63 Parent Tear-Off Handler svg/properties/SVGPropertyTearOff.h Use-After-Free privilege escalation
11983;FFmpeg 2.1 libavformat/matroskadec.c matroska_parse_rm_audio Uninitialized Memory unknown vulnerability
